,match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
131300,554,1,Chennai Super Kings,Royal Challengers Bangalore,20,4,DJ Bravo,P Negi,MA Starc,0,0,0,0,0,0,0,0,0,DJ Bravo,caught,D Wiese
131303,554,1,Chennai Super Kings,Royal Challengers Bangalore,20,7,A Nehra,MM Sharma,MA Starc,0,0,0,0,0,0,0,0,0,MM Sharma,run out,KD Karthik
131333,554,2,Royal Challengers Bangalore,Chennai Super Kings,5,6,AB de Villiers,V Kohli,IC Pandey,0,0,0,0,0,0,0,0,0,AB de Villiers,caught,F du Plessis
131335,554,2,Royal Challengers Bangalore,Chennai Super Kings,6,2,V Kohli,Mandeep Singh,MM Sharma,0,0,0,0,0,0,0,0,0,Mandeep Singh,run out,P Negi
131387,554,2,Royal Challengers Bangalore,Chennai Super Kings,14,6,V Kohli,KD Karthik,DJ Bravo,0,0,0,0,0,0,0,0,0,V Kohli,run out,DJ Bravo
131388,554,2,Royal Challengers Bangalore,Chennai Super Kings,15,1,KD Karthik,SN Khan,A Nehra,0,0,0,0,0,0,0,0,0,KD Karthik,caught,DR Smith
131404,554,2,Royal Challengers Bangalore,Chennai Super Kings,17,5,SN Khan,D Wiese,A Nehra,0,0,0,0,0,0,0,0,0,SN Khan,caught,DR Smith
131406,554,2,Royal Challengers Bangalore,Chennai Super Kings,17,7,HV Patel,D Wiese,A Nehra,0,0,0,0,0,0,0,0,0,HV Patel,caught,MS Dhoni
131418,554,2,Royal Challengers Bangalore,Chennai Super Kings,19,6,MA Starc,D Wiese,MM Sharma,0,0,0,0,0,0,0,0,0,MA Starc,caught,SK Raina
131419,554,2,Royal Challengers Bangalore,Chennai Super Kings,20,1,D Wiese,Iqbal Abdulla,DJ Bravo,0,0,0,0,0,0,0,0,0,D Wiese,caught,P Negi
131422,554,2,Royal Challengers Bangalore,Chennai Super Kings,20,4,Iqbal Abdulla,YS Chahal,DJ Bravo,0,0,0,0,0,0,0,0,0,Iqbal Abdulla,caught,P Negi
131460,555,1,Kolkata Knight Riders,Sunrisers Hyderabad,7,2,G Gambhir,RV Uthappa,KV Sharma,0,0,0,0,0,0,0,0,0,G Gambhir,caught,EJG Morgan
131488,555,1,Kolkata Knight Riders,Sunrisers Hyderabad,11,6,RV Uthappa,MK Pandey,KV Sharma,0,0,0,0,0,0,0,0,0,RV Uthappa,caught,DA Warner
131494,555,1,Kolkata Knight Riders,Sunrisers Hyderabad,12,6,AD Russell,MK Pandey,Bipul Sharma,0,0,0,0,0,0,0,0,0,AD Russell,caught,EJG Morgan
131505,555,1,Kolkata Knight Riders,Sunrisers Hyderabad,14,5,MK Pandey,RN ten Doeschate,Bipul Sharma,0,0,0,0,0,0,0,0,0,MK Pandey,run out,Bipul Sharma
131531,555,1,Kolkata Knight Riders,Sunrisers Hyderabad,18,6,SA Yadav,YK Pathan,B Kumar,0,0,0,0,0,0,0,0,0,SA Yadav,caught,MC Henriques
131574,555,2,Sunrisers Hyderabad,Kolkata Knight Riders,5,5,S Dhawan,MC Henriques,GB Hogg,0,0,0,0,0,0,0,0,0,S Dhawan,caught,MK Pandey
131594,555,2,Sunrisers Hyderabad,Kolkata Knight Riders,9,1,EJG Morgan,MC Henriques,RN ten Doeschate,0,0,0,0,0,0,0,0,0,EJG Morgan,run out,G Gambhir
131616,555,2,Sunrisers Hyderabad,Kolkata Knight Riders,12,4,GH Vihari,MC Henriques,PP Chawla,0,0,0,0,0,0,0,0,0,GH Vihari,stumped,RV Uthappa
131618,555,2,Sunrisers Hyderabad,Kolkata Knight Riders,12,6,Bipul Sharma,MC Henriques,PP Chawla,0,0,0,0,0,0,1,0,1,Bipul Sharma,run out,RN ten Doeschate
131631,555,2,Sunrisers Hyderabad,Kolkata Knight Riders,15,1,MC Henriques,KV Sharma,GB Hogg,0,0,0,0,0,0,0,0,0,MC Henriques,caught,MK Pandey
131654,555,2,Sunrisers Hyderabad,Kolkata Knight Riders,18,6,KV Sharma,P Kumar,J Botha,0,0,0,0,0,0,0,0,0,KV Sharma,caught,SA Yadav
131665,555,2,Sunrisers Hyderabad,Kolkata Knight Riders,20,4,P Kumar,B Kumar,AD Russell,0,0,0,0,0,0,0,0,0,P Kumar,caught,UT Yadav
131668,556,1,Delhi Daredevils,Mumbai Indians,1,1,MA Agarwal,SS Iyer,SL Malinga,0,0,0,0,0,0,0,0,0,MA Agarwal,caught,PA Patel
131699,556,1,Delhi Daredevils,Mumbai Indians,6,1,SS Iyer,JP Duminy,Harbhajan Singh,0,0,0,0,0,0,0,0,0,SS Iyer,caught,R Vinay Kumar
131736,556,1,Delhi Daredevils,Mumbai Indians,12,2,KM Jadhav,Yuvraj Singh,Harbhajan Singh,0,0,0,0,0,0,0,0,0,KM Jadhav,stumped,PA Patel
131762,556,1,Delhi Daredevils,Mumbai Indians,16,4,AD Mathews,Yuvraj Singh,HH Pandya,0,0,0,0,0,0,0,0,0,AD Mathews,caught,J Suchith
131782,556,1,Delhi Daredevils,Mumbai Indians,19,6,Yuvraj Singh,SS Tiwary,SL Malinga,0,0,0,0,0,0,0,0,0,Yuvraj Singh,caught,LMP Simmons
131802,556,2,Mumbai Indians,Delhi Daredevils,2,5,HH Pandya,PA Patel,NM Coulter-Nile,0,0,0,0,0,0,0,0,0,HH Pandya,caught,Imran Tahir
131817,556,2,Mumbai Indians,Delhi Daredevils,5,2,PA Patel,RG Sharma,AD Mathews,0,0,0,0,0,0,0,0,0,PA Patel,caught,A Mishra
132044,557,2,Kings XI Punjab,Royal Challengers Bangalore,1,5,M Vohra,M Vijay,MA Starc,0,0,0,0,0,0,0,0,0,M Vohra,caught,D Wiese
132074,557,2,Kings XI Punjab,Royal Challengers Bangalore,6,4,WP Saha,DA Miller,S Aravind,0,0,0,0,0,0,0,0,0,WP Saha,caught,V Kohli
132151,558,1,Sunrisers Hyderabad,Rajasthan Royals,5,3,DA Warner,S Dhawan,SR Watson,0,0,0,0,0,0,0,0,0,DA Warner,caught,SV Samson
132233,558,1,Sunrisers Hyderabad,Rajasthan Royals,18,4,EJG Morgan,RS Bopara,SR Watson,0,0,0,0,0,0,0,0,0,EJG Morgan,caught,SPD Smith
132255,558,2,Rajasthan Royals,Sunrisers Hyderabad,1,6,AM Rahane,SR Watson,B Kumar,0,0,0,0,0,0,0,0,0,AM Rahane,caught,NV Ojha
132273,558,2,Rajasthan Royals,Sunrisers Hyderabad,4,6,SR Watson,SPD Smith,I Sharma,0,0,0,0,0,0,0,0,0,SR Watson,caught,P Kumar
132295,558,2,Rajasthan Royals,Sunrisers Hyderabad,8,4,KK Nair,SPD Smith,MC Henriques,0,0,0,0,0,0,0,0,0,KK Nair,caught,NV Ojha
132316,558,2,Rajasthan Royals,Sunrisers Hyderabad,11,6,DJ Hooda,SPD Smith,KV Sharma,0,0,0,0,0,0,0,0,0,DJ Hooda,caught,B Kumar
132353,558,2,Rajasthan Royals,Sunrisers Hyderabad,18,1,JP Faulkner,SV Samson,B Kumar,0,0,0,0,0,0,0,0,0,JP Faulkner,caught,RS Bopara
132400,559,1,Chennai Super Kings,Mumbai Indians,5,5,BB McCullum,DR Smith,R Vinay Kumar,0,0,0,0,0,0,0,0,0,BB McCullum,caught,HH Pandya
132423,559,1,Chennai Super Kings,Mumbai Indians,9,4,SK Raina,DR Smith,J Suchith,0,0,0,0,0,0,0,0,0,SK Raina,caught,HH Pandya
132426,559,1,Chennai Super Kings,Mumbai Indians,10,1,DR Smith,F du Plessis,Harbhajan Singh,0,0,0,0,0,0,0,0,0,DR Smith,caught,HH Pandya
132463,559,1,Chennai Super Kings,Mumbai Indians,16,2,F du Plessis,MS Dhoni,MJ McClenaghan,0,0,0,0,0,0,0,0,0,F du Plessis,caught,LMP Simmons
132492,559,1,Chennai Super Kings,Mumbai Indians,20,6,MS Dhoni,P Negi,M de Lange,0,0,0,0,0,0,0,0,0,P Negi,run out,PA Patel
132554,559,2,Mumbai Indians,Chennai Super Kings,11,1,PA Patel,LMP Simmons,R Ashwin,0,0,0,0,0,0,0,0,0,PA Patel,caught,F du Plessis
132557,559,2,Mumbai Indians,Chennai Super Kings,11,4,LMP Simmons,RG Sharma,R Ashwin,0,0,0,0,0,0,0,0,0,LMP Simmons,caught,DR Smith
132565,559,2,Mumbai Indians,Chennai Super Kings,12,6,RG Sharma,KA Pollard,P Negi,0,0,0,0,0,0,0,0,0,KA Pollard,run out,DJ Bravo
132596,559,2,Mumbai Indians,Chennai Super Kings,18,1,RG Sharma,AT Rayudu,DJ Bravo,0,0,0,0,0,0,0,0,0,RG Sharma,caught,SK Raina
132710,560,1,Kings XI Punjab,Kolkata Knight Riders,17,3,GJ Maxwell,WP Saha,SP Narine,0,0,0,0,0,0,0,0,0,GJ Maxwell,caught,J Botha
132753,560,2,Kolkata Knight Riders,Kings XI Punjab,4,3,RV Uthappa,G Gambhir,Anureet Singh,0,0,0,0,0,0,0,0,0,RV Uthappa,caught,AR Patel
132779,560,2,Kolkata Knight Riders,Kings XI Punjab,8,3,MK Pandey,G Gambhir,GJ Maxwell,0,0,0,0,0,0,0,0,0,MK Pandey,caught,AR Patel
132787,560,2,Kolkata Knight Riders,Kings XI Punjab,9,5,G Gambhir,SA Yadav,Gurkeerat Singh,0,0,0,0,0,0,0,0,0,G Gambhir,caught,M Vijay
132826,560,2,Kolkata Knight Riders,Kings XI Punjab,15,6,YK Pathan,AD Russell,BE Hendricks,0,0,0,0,0,0,0,0,0,YK Pathan,caught,WP Saha
132837,560,2,Kolkata Knight Riders,Kings XI Punjab,17,5,AD Russell,J Botha,AR Patel,0,0,0,0,0,0,0,0,0,AD Russell,caught,WP Saha
132840,560,2,Kolkata Knight Riders,Kings XI Punjab,18,2,J Botha,PP Chawla,BE Hendricks,0,0,0,0,0,0,0,0,0,J Botha,run out,AR Patel
132852,560,2,Kolkata Knight Riders,Kings XI Punjab,20,2,PP Chawla,GB Hogg,Anureet Singh,0,0,0,0,0,0,0,0,0,GB Hogg,run out,Anureet Singh
132854,560,2,Kolkata Knight Riders,Kings XI Punjab,20,4,PP Chawla,UT Yadav,Anureet Singh,0,0,0,0,0,0,0,0,0,PP Chawla,caught,WP Saha
132878,561,1,Sunrisers Hyderabad,Delhi Daredevils,4,5,S Dhawan,DA Warner,Z Khan,0,0,0,0,0,0,0,0,0,S Dhawan,caught,JA Morkel
132881,561,1,Sunrisers Hyderabad,Delhi Daredevils,5,1,DA Warner,MC Henriques,NM Coulter-Nile,0,0,0,0,0,0,0,0,0,DA Warner,caught,SS Tiwary
132921,561,1,Sunrisers Hyderabad,Delhi Daredevils,11,4,EJG Morgan,MC Henriques,J Yadav,0,0,0,0,0,0,0,0,0,EJG Morgan,caught,NM Coulter-Nile
132947,561,1,Sunrisers Hyderabad,Delhi Daredevils,15,6,KV Sharma,MC Henriques,NM Coulter-Nile,0,0,0,0,0,0,0,0,0,KV Sharma,caught,J Yadav
133028,561,2,Delhi Daredevils,Sunrisers Hyderabad,9,2,Q de Kock,JP Duminy,KV Sharma,0,0,0,0,0,0,0,0,0,Q de Kock,stumped,NV Ojha
133038,561,2,Delhi Daredevils,Sunrisers Hyderabad,10,6,Yuvraj Singh,JP Duminy,Parvez Rasool,0,0,0,0,0,0,0,0,0,Yuvraj Singh,caught,KV Sharma
133119,562,1,Royal Challengers Bangalore,Mumbai Indians,4,1,CH Gayle,V Kohli,SL Malinga,0,0,0,0,0,0,0,0,0,CH Gayle,caught,LMP Simmons
133249,562,2,Mumbai Indians,Royal Challengers Bangalore,4,6,LMP Simmons,PA Patel,S Aravind,0,0,0,0,0,0,0,0,0,PA Patel,run out,V Kohli
133275,562,2,Mumbai Indians,Royal Challengers Bangalore,9,1,RG Sharma,LMP Simmons,HV Patel,0,0,0,0,0,0,0,0,0,RG Sharma,caught,Mandeep Singh
133312,562,2,Mumbai Indians,Royal Challengers Bangalore,15,2,KA Pollard,LMP Simmons,S Aravind,0,0,0,0,0,0,0,0,0,KA Pollard,caught,MA Starc
133320,562,2,Mumbai Indians,Royal Challengers Bangalore,16,4,HH Pandya,LMP Simmons,YS Chahal,0,0,0,0,0,0,0,0,0,HH Pandya,stumped,KD Karthik
133332,562,2,Mumbai Indians,Royal Challengers Bangalore,18,4,AT Rayudu,LMP Simmons,HV Patel,0,0,0,0,0,0,0,0,0,AT Rayudu,caught,AB de Villiers
133337,562,2,Mumbai Indians,Royal Challengers Bangalore,19,2,Harbhajan Singh,LMP Simmons,MA Starc,0,0,0,0,0,0,0,0,0,Harbhajan Singh,caught,V Kohli
133343,562,2,Mumbai Indians,Royal Challengers Bangalore,20,2,J Suchith,LMP Simmons,YS Chahal,0,0,0,0,0,0,0,0,0,J Suchith,caught,KD Karthik
133363,563,1,Chennai Super Kings,Rajasthan Royals,3,4,DR Smith,BB McCullum,Ankit Sharma,0,0,0,0,0,0,0,0,0,DR Smith,caught,JP Faulkner
133369,563,1,Chennai Super Kings,Rajasthan Royals,4,4,SK Raina,BB McCullum,CH Morris,0,0,0,0,0,0,0,0,0,SK Raina,caught,JP Faulkner
133448,563,1,Chennai Super Kings,Rajasthan Royals,17,3,BB McCullum,F du Plessis,SR Watson,0,0,0,0,0,0,0,0,0,F du Plessis,run out,SR Watson
133454,563,1,Chennai Super Kings,Rajasthan Royals,18,2,BB McCullum,P Negi,CH Morris,0,0,0,0,0,0,0,0,0,BB McCullum,caught,Ankit Sharma
133455,563,1,Chennai Super Kings,Rajasthan Royals,18,3,P Negi,MS Dhoni,CH Morris,0,0,0,0,0,0,0,0,0,P Negi,caught,SPD Smith
133503,563,2,Rajasthan Royals,Chennai Super Kings,6,3,AM Rahane,SR Watson,MM Sharma,0,0,0,0,0,0,0,0,0,AM Rahane,caught,DJ Bravo
133530,563,2,Rajasthan Royals,Chennai Super Kings,10,6,SR Watson,KK Nair,RA Jadeja,0,0,0,0,0,0,0,0,0,SR Watson,caught,DJ Bravo
133541,563,2,Rajasthan Royals,Chennai Super Kings,12,5,KK Nair,DJ Hooda,RA Jadeja,0,0,0,0,0,0,0,0,0,KK Nair,caught,R Ashwin
133556,563,2,Rajasthan Royals,Chennai Super Kings,15,1,DJ Hooda,SV Samson,RA Jadeja,0,0,0,0,0,0,0,0,0,DJ Hooda,caught,SK Raina
133577,563,2,Rajasthan Royals,Chennai Super Kings,18,4,SV Samson,JP Faulkner,DJ Bravo,0,0,0,0,0,0,0,0,0,SV Samson,caught,DR Smith
133584,563,2,Rajasthan Royals,Chennai Super Kings,19,5,JP Faulkner,CH Morris,MM Sharma,0,0,0,0,0,0,0,0,0,JP Faulkner,caught,DJ Bravo
133585,563,2,Rajasthan Royals,Chennai Super Kings,19,6,R Bhatia,CH Morris,MM Sharma,0,0,0,0,0,0,0,0,0,R Bhatia,caught,F du Plessis
133592,563,2,Rajasthan Royals,Chennai Super Kings,20,5,Ankit Sharma,CH Morris,DJ Bravo,0,0,0,0,0,0,0,0,0,Ankit Sharma,caught,A Nehra
133632,564,1,Sunrisers Hyderabad,Kings XI Punjab,7,1,S Dhawan,DA Warner,GJ Maxwell,0,0,0,0,0,0,0,0,0,S Dhawan,stumped,WP Saha
133679,564,1,Sunrisers Hyderabad,Kings XI Punjab,14,4,MC Henriques,DA Warner,Gurkeerat Singh,0,0,0,0,0,0,0,0,0,MC Henriques,caught,Anureet Singh
133689,564,1,Sunrisers Hyderabad,Kings XI Punjab,16,2,EJG Morgan,DA Warner,BE Hendricks,0,0,0,0,0,0,0,0,0,EJG Morgan,caught,M Vohra
133701,564,1,Sunrisers Hyderabad,Kings XI Punjab,18,1,DA Warner,NV Ojha,BE Hendricks,0,0,0,0,0,0,0,0,0,DA Warner,caught,Gurkeerat Singh
133702,564,1,Sunrisers Hyderabad,Kings XI Punjab,18,2,KL Rahul,NV Ojha,BE Hendricks,0,0,0,0,0,0,0,0,0,NV Ojha,run out,GJ Bailey
133747,564,2,Kings XI Punjab,Sunrisers Hyderabad,5,5,M Vijay,M Vohra,Bipul Sharma,0,0,0,0,0,0,0,0,0,M Vijay,caught,S Dhawan
133755,564,2,Kings XI Punjab,Sunrisers Hyderabad,7,1,M Vohra,WP Saha,Bipul Sharma,0,0,0,0,0,0,0,0,0,M Vohra,caught,B Kumar
133763,564,2,Kings XI Punjab,Sunrisers Hyderabad,8,3,GJ Maxwell,WP Saha,TA Boult,0,0,0,0,0,0,0,0,0,GJ Maxwell,caught,NV Ojha
133773,564,2,Kings XI Punjab,Sunrisers Hyderabad,9,6,WP Saha,DA Miller,MC Henriques,0,0,0,0,0,0,0,0,0,WP Saha,caught,KL Rahul
133794,564,2,Kings XI Punjab,Sunrisers Hyderabad,13,3,GJ Bailey,DA Miller,MC Henriques,0,0,0,0,0,0,0,0,0,GJ Bailey,caught,DA Warner
133804,564,2,Kings XI Punjab,Sunrisers Hyderabad,15,1,Gurkeerat Singh,DA Miller,MC Henriques,0,0,0,0,0,0,0,0,0,Gurkeerat Singh,caught,EJG Morgan
133836,564,2,Kings XI Punjab,Sunrisers Hyderabad,19,6,AR Patel,DA Miller,B Kumar,0,0,0,0,0,0,0,0,0,AR Patel,caught,NV Ojha
133878,565,1,Chennai Super Kings,Delhi Daredevils,6,6,BB McCullum,DR Smith,Z Khan,0,0,0,0,0,0,0,0,0,BB McCullum,caught,JP Duminy
133898,565,1,Chennai Super Kings,Delhi Daredevils,10,2,SK Raina,F du Plessis,J Yadav,0,0,0,0,0,0,0,0,0,SK Raina,caught,JP Duminy
133947,565,1,Chennai Super Kings,Delhi Daredevils,18,3,DJ Bravo,MS Dhoni,GS Sandhu,0,0,0,0,0,0,0,0,0,DJ Bravo,caught,JP Duminy
133951,565,1,Chennai Super Kings,Delhi Daredevils,19,1,MS Dhoni,P Negi,Z Khan,0,0,0,0,0,0,0,0,0,MS Dhoni,caught,S Nadeem
133977,565,2,Delhi Daredevils,Chennai Super Kings,3,3,Q de Kock,SS Iyer,IC Pandey,0,0,0,0,0,0,0,0,0,Q de Kock,caught,R Ashwin
134042,565,2,Delhi Daredevils,Chennai Super Kings,14,2,Yuvraj Singh,SS Iyer,P Negi,0,0,0,0,0,0,0,0,0,Yuvraj Singh,caught,MM Sharma
134058,565,2,Delhi Daredevils,Chennai Super Kings,16,6,JA Morkel,SS Iyer,P Negi,0,0,0,0,0,0,0,0,0,JA Morkel,caught,IC Pandey
134077,566,1,Kings XI Punjab,Royal Challengers Bangalore,3,1,WP Saha,M Vohra,D Wiese,0,0,0,0,0,0,0,0,0,WP Saha,caught,Mandeep Singh
134090,566,1,Kings XI Punjab,Royal Challengers Bangalore,5,2,M Vohra,GJ Maxwell,HV Patel,0,0,0,0,0,0,0,0,0,M Vohra,caught,Mandeep Singh
134092,566,1,Kings XI Punjab,Royal Challengers Bangalore,5,4,GJ Maxwell,DA Miller,HV Patel,0,0,0,0,0,0,0,0,0,GJ Maxwell,caught,AB de Villiers
134099,566,1,Kings XI Punjab,Royal Challengers Bangalore,6,5,DA Miller,GJ Bailey,YS Chahal,0,1,0,0,0,0,0,1,1,DA Miller,stumped,KD Karthik
134122,566,1,Kings XI Punjab,Royal Challengers Bangalore,10,3,Gurkeerat Singh,AR Patel,MA Starc,0,0,0,0,0,0,0,0,0,Gurkeerat Singh,caught,KD Karthik
134155,566,2,Royal Challengers Bangalore,Kings XI Punjab,5,6,CH Gayle,AB de Villiers,Sandeep Sharma,0,0,0,0,0,0,0,0,0,CH Gayle,caught,WP Saha
134167,566,2,Royal Challengers Bangalore,Kings XI Punjab,7,4,AB de Villiers,Mandeep Singh,AR Patel,0,0,0,0,0,0,0,0,0,AB de Villiers,caught,BE Hendricks
134174,566,2,Royal Challengers Bangalore,Kings XI Punjab,8,5,KD Karthik,Mandeep Singh,BE Hendricks,0,0,0,0,0,0,0,0,0,KD Karthik,caught,DA Miller
134179,566,2,Royal Challengers Bangalore,Kings XI Punjab,9,4,Mandeep Singh,SN Khan,AR Patel,0,0,0,0,0,0,0,0,0,Mandeep Singh,caught,DA Miller
134187,566,2,Royal Challengers Bangalore,Kings XI Punjab,10,6,SN Khan,D Wiese,Anureet Singh,0,0,0,0,0,0,0,0,0,SN Khan,caught,BE Hendricks
134214,567,1,Mumbai Indians,Kolkata Knight Riders,5,2,PA Patel,LMP Simmons,Shakib Al Hasan,0,0,0,0,0,0,0,0,0,PA Patel,caught,MK Pandey
134223,567,1,Mumbai Indians,Kolkata Knight Riders,6,5,LMP Simmons,RG Sharma,M Morkel,0,0,0,0,0,0,0,0,0,LMP Simmons,caught,MK Pandey
134229,567,1,Mumbai Indians,Kolkata Knight Riders,7,3,AT Rayudu,RG Sharma,Shakib Al Hasan,0,0,0,0,0,0,0,0,0,AT Rayudu,caught,AD Russell
134352,567,2,Kolkata Knight Riders,Mumbai Indians,6,4,RV Uthappa,G Gambhir,Harbhajan Singh,0,0,0,0,0,0,0,0,0,RV Uthappa,caught,SL Malinga
134354,567,2,Kolkata Knight Riders,Mumbai Indians,6,6,G Gambhir,MK Pandey,Harbhajan Singh,0,0,0,0,0,0,0,0,0,MK Pandey,run out,LMP Simmons
134409,567,2,Kolkata Knight Riders,Mumbai Indians,15,2,Shakib Al Hasan,YK Pathan,R Vinay Kumar,0,0,0,0,0,0,0,0,0,Shakib Al Hasan,caught,HH Pandya
134418,567,2,Kolkata Knight Riders,Mumbai Indians,16,5,AD Russell,YK Pathan,SL Malinga,0,0,0,0,0,0,0,0,0,AD Russell,caught,PA Patel
134426,567,2,Kolkata Knight Riders,Mumbai Indians,18,1,SA Yadav,YK Pathan,MJ McClenaghan,0,0,0,0,0,0,0,0,0,SA Yadav,caught,AT Rayudu
134438,567,2,Kolkata Knight Riders,Mumbai Indians,20,1,YK Pathan,PP Chawla,KA Pollard,0,0,0,0,0,0,0,0,0,YK Pathan,caught,PA Patel
134458,568,1,Sunrisers Hyderabad,Royal Challengers Bangalore,3,2,S Dhawan,DA Warner,D Wiese,0,0,0,0,0,0,0,0,0,S Dhawan,caught,AB Dinda
134505,568,1,Sunrisers Hyderabad,Royal Challengers Bangalore,10,3,MC Henriques,DA Warner,D Wiese,0,0,0,0,0,0,0,0,0,MC Henriques,caught,KD Karthik
134514,568,1,Sunrisers Hyderabad,Royal Challengers Bangalore,11,6,EJG Morgan,DA Warner,MA Starc,0,0,0,0,0,0,0,0,0,EJG Morgan,caught,Mandeep Singh
134530,568,2,Royal Challengers Bangalore,Sunrisers Hyderabad,3,4,CH Gayle,V Kohli,MC Henriques,0,0,0,0,0,0,0,0,0,CH Gayle,caught,S Dhawan
134531,568,2,Royal Challengers Bangalore,Sunrisers Hyderabad,3,5,AB de Villiers,V Kohli,MC Henriques,0,0,0,0,0,0,0,0,0,AB de Villiers,caught,DW Steyn
134540,568,2,Royal Challengers Bangalore,Sunrisers Hyderabad,5,1,Mandeep Singh,V Kohli,P Kumar,0,0,0,0,0,0,0,0,0,Mandeep Singh,caught,EJG Morgan
134547,568,2,Royal Challengers Bangalore,Sunrisers Hyderabad,6,2,V Kohli,KD Karthik,B Kumar,0,0,0,0,0,0,0,0,0,KD Karthik,run out,B Kumar
134564,569,1,Kings XI Punjab,Chennai Super Kings,3,2,WP Saha,M Vohra,P Negi,0,0,0,0,0,0,0,0,0,WP Saha,caught,BB McCullum
134575,569,1,Kings XI Punjab,Chennai Super Kings,5,1,GJ Bailey,M Vohra,A Nehra,0,0,0,0,0,0,0,0,0,GJ Bailey,caught,MS Dhoni
134581,569,1,Kings XI Punjab,Chennai Super Kings,6,1,M Vohra,GJ Maxwell,IC Pandey,0,0,0,0,0,0,0,0,0,M Vohra,caught,A Nehra
134602,569,1,Kings XI Punjab,Chennai Super Kings,9,4,Gurkeerat Singh,GJ Maxwell,R Ashwin,0,0,0,0,0,0,0,0,0,Gurkeerat Singh,stumped,MS Dhoni
134634,569,1,Kings XI Punjab,Chennai Super Kings,14,5,DA Miller,AR Patel,P Negi,0,0,0,0,0,0,0,0,0,DA Miller,caught,RA Jadeja
134667,569,1,Kings XI Punjab,Chennai Super Kings,19,6,AR Patel,R Dhawan,DJ Bravo,0,0,0,0,0,0,0,0,0,AR Patel,caught,MS Dhoni
134679,569,2,Chennai Super Kings,Kings XI Punjab,1,6,MEK Hussey,BB McCullum,Sandeep Sharma,0,0,0,0,0,0,0,0,0,MEK Hussey,caught,WP Saha
134822,570,1,Rajasthan Royals,Kolkata Knight Riders,7,7,AM Rahane,SR Watson,Azhar Mahmood,0,0,0,0,0,0,1,0,1,AM Rahane,run out,Shakib Al Hasan
134846,570,1,Rajasthan Royals,Kolkata Knight Riders,11,5,SPD Smith,SR Watson,AD Russell,0,0,0,0,0,0,0,0,0,SPD Smith,caught,M Morkel
134858,570,1,Rajasthan Royals,Kolkata Knight Riders,13,5,SV Samson,SR Watson,AD Russell,0,0,0,0,0,0,0,0,0,SV Samson,caught,G Gambhir
134869,570,1,Rajasthan Royals,Kolkata Knight Riders,15,3,JP Faulkner,SR Watson,AD Russell,0,0,0,0,0,0,0,0,0,JP Faulkner,caught,SA Yadav
134892,570,1,Rajasthan Royals,Kolkata Knight Riders,18,6,KK Nair,SR Watson,UT Yadav,0,0,0,0,0,0,0,0,0,KK Nair,caught,RV Uthappa
134904,570,1,Rajasthan Royals,Kolkata Knight Riders,20,6,CH Morris,SR Watson,UT Yadav,0,0,0,0,0,0,1,0,1,CH Morris,run out,MK Pandey
134911,570,2,Kolkata Knight Riders,Rajasthan Royals,1,7,G Gambhir,RV Uthappa,CH Morris,0,0,0,0,0,0,0,0,0,G Gambhir,caught,STR Binny
134923,570,2,Kolkata Knight Riders,Rajasthan Royals,3,6,RV Uthappa,MK Pandey,DS Kulkarni,0,0,0,0,0,0,0,0,0,RV Uthappa,caught,SPD Smith
134957,570,2,Kolkata Knight Riders,Rajasthan Royals,9,1,MK Pandey,YK Pathan,DS Kulkarni,0,0,0,0,0,0,0,0,0,MK Pandey,caught,CH Morris
134990,570,2,Kolkata Knight Riders,Rajasthan Royals,14,2,AD Russell,YK Pathan,CH Morris,0,0,0,0,0,0,0,0,0,AD Russell,caught,DS Kulkarni
134992,570,2,Kolkata Knight Riders,Rajasthan Royals,14,4,SA Yadav,YK Pathan,CH Morris,0,0,0,0,0,0,0,0,0,SA Yadav,caught,SV Samson
135004,570,2,Kolkata Knight Riders,Rajasthan Royals,16,4,YK Pathan,Shakib Al Hasan,SR Watson,0,0,0,0,0,0,0,0,0,YK Pathan,caught,DS Kulkarni
135015,570,2,Kolkata Knight Riders,Rajasthan Royals,17,6,Azhar Mahmood,Shakib Al Hasan,JP Faulkner,0,0,0,0,0,0,0,0,0,Azhar Mahmood,caught,AM Rahane
135020,570,2,Kolkata Knight Riders,Rajasthan Royals,18,3,PP Chawla,Shakib Al Hasan,SR Watson,0,0,0,0,0,0,0,0,0,PP Chawla,caught,STR Binny
135033,570,2,Kolkata Knight Riders,Rajasthan Royals,20,1,Shakib Al Hasan,UT Yadav,CH Morris,0,0,0,0,0,0,0,0,0,Shakib Al Hasan,caught,SPD Smith
135078,571,1,Delhi Daredevils,Royal Challengers Bangalore,7,2,SS Iyer,Q de Kock,HV Patel,0,0,0,0,0,0,0,0,0,SS Iyer,caught,CH Gayle
135109,571,1,Delhi Daredevils,Royal Challengers Bangalore,12,2,Q de Kock,JP Duminy,YS Chahal,0,0,0,0,0,0,0,0,0,Q de Kock,caught,V Kohli
135124,571,1,Delhi Daredevils,Royal Challengers Bangalore,14,5,Yuvraj Singh,JP Duminy,YS Chahal,0,0,0,0,0,0,0,0,0,Yuvraj Singh,caught,MA Starc
